date,open,high,low,close,adjclose,volume,ticker
2002-12-24,13.600000381469727,13.90999984741211,13.319999694824219,13.510000228881836,7.379730224609375,52300,WYNN
2002-12-26,13.65999984741211,13.65999984741211,12.960000038146973,13.25,7.237707138061523,16300,WYNN
2002-12-27,13.289999961853027,13.289999961853027,12.949999809265137,13.0,7.101145267486572,42500,WYNN
2002-12-30,13.09000015258789,13.359999656677246,13.0,13.100000381469727,7.155770778656006,26700,WYNN
2002-12-31,13.350000381469727,13.5,13.100000381469727,13.109999656677246,7.16123104095459,72000,WYNN
2003-01-02,13.010000228881836,13.5,13.0,13.5,7.374265670776367,89700,WYNN
2003-01-03,13.5,13.600000381469727,13.319999694824219,13.399999618530273,7.319642066955566,73200,WYNN
2003-01-06,13.399999618530273,13.5600004196167,13.289999961853027,13.289999961853027,7.259554862976074,90700,WYNN
2003-01-07,13.359999656677246,13.520000457763672,13.199999809265137,13.3100004196167,7.270480632781982,99300,WYNN
2003-01-08,13.109999656677246,13.199999809265137,12.760000228881836,13.020000457763672,7.112071514129639,159100,WYNN
2003-01-09,13.069999694824219,13.130000114440918,12.850000381469727,13.0,7.101145267486572,125900,WYNN
2003-01-10,13.079999923706055,13.100000381469727,12.949999809265137,13.0,7.101145267486572,70500,WYNN
2003-01-13,13.100000381469727,13.329999923706055,13.0,13.329999923706055,7.281405448913574,194700,WYNN
2003-01-14,13.329999923706055,13.609999656677246,13.289999961853027,13.449999809265137,7.346954822540283,131200,WYNN
2003-01-15,13.59000015258789,13.670000076293945,13.4399995803833,13.670000076293945,7.467127799987793,80300,WYNN
2003-01-16,13.670000076293945,13.90999984741211,13.449999809265137,13.90999984741211,7.598226547241211,95500,WYNN
2003-01-17,13.800000190734863,14.010000228881836,13.470000267028809,13.479999542236328,7.363341331481934,71300,WYNN
2003-01-21,13.529999732971191,13.90999984741211,13.460000038146973,13.720000267028809,7.494441986083984,107700,WYNN
2003-01-22,13.729999542236328,14.300000190734863,13.579999923706055,14.260000228881836,7.7894110679626465,121500,WYNN
2003-01-23,14.300000190734863,14.800000190734863,14.199999809265137,14.25,7.783951282501221,185500,WYNN
2003-01-24,14.399999618530273,14.399999618530273,13.949999809265137,14.0,7.64738655090332,130500,WYNN
2003-01-27,13.989999771118164,14.489999771118164,13.970000267028809,14.130000114440918,7.718400001525879,74000,WYNN
2003-01-28,14.199999809265137,14.399999618530273,14.0,14.260000228881836,7.7894110679626465,65700,WYNN
2003-01-29,14.1899995803833,14.3100004196167,14.0,14.029999732971191,7.6637749671936035,102800,WYNN
2003-01-30,14.0,14.170000076293945,13.760000228881836,13.770000457763672,7.52175235748291,62600,WYNN
2003-01-31,13.899999618530273,13.960000038146973,13.65999984741211,13.75,7.510828018188477,184000,WYNN
2003-02-03,13.779999732971191,13.869999885559082,13.630000114440918,13.640000343322754,7.450739860534668,120100,WYNN
2003-02-04,13.5,13.59000015258789,13.350000381469727,13.579999923706055,7.417966842651367,121800,WYNN
2003-02-05,13.600000381469727,13.710000038146973,13.350000381469727,13.550000190734863,7.401577949523926,60200,WYNN
2003-02-06,13.760000228881836,14.649999618530273,13.600000381469727,14.399999618530273,7.865882873535156,110600,WYNN
2003-02-07,14.399999618530273,14.5600004196167,13.789999961853027,13.949999809265137,7.620076656341553,129500,WYNN
2003-02-10,14.0600004196167,14.140000343322754,13.699999809265137,13.710000038146973,7.488979339599609,54600,WYNN
2003-02-11,13.789999961853027,14.539999961853027,13.710000038146973,14.3100004196167,7.816725254058838,231000,WYNN
2003-02-12,14.3100004196167,14.3100004196167,13.9399995803833,13.9399995803833,7.614610195159912,190500,WYNN
2003-02-13,14.039999961853027,14.170000076293945,13.949999809265137,13.979999542236328,7.6364617347717285,107800,WYNN
2003-02-14,13.960000038146973,14.489999771118164,13.859999656677246,14.329999923706055,7.8276472091674805,61100,WYNN
2003-02-18,14.350000381469727,14.489999771118164,14.0600004196167,14.449999809265137,7.893197059631348,91100,WYNN
2003-02-19,14.390000343322754,14.489999771118164,13.960000038146973,14.289999961853027,7.805797576904297,93500,WYNN
2003-02-20,14.149999618530273,14.390000343322754,14.0,14.0600004196167,7.680161952972412,46800,WYNN
2003-02-21,14.180000305175781,14.350000381469727,13.930000305175781,14.0600004196167,7.680161952972412,71500,WYNN
2003-02-24,14.180000305175781,14.229999542236328,13.979999542236328,14.0,7.64738655090332,38800,WYNN
2003-02-25,14.039999961853027,14.239999771118164,13.779999732971191,14.180000305175781,7.745710849761963,121100,WYNN
2003-02-26,14.199999809265137,14.199999809265137,13.8100004196167,13.949999809265137,7.620076656341553,47600,WYNN
2003-02-27,14.0,14.050000190734863,13.850000381469727,13.949999809265137,7.620076656341553,36500,WYNN
2003-02-28,14.0,14.289999961853027,13.850000381469727,14.220000267028809,7.767561912536621,42700,WYNN
2003-03-03,14.100000381469727,14.34000015258789,13.960000038146973,14.079999923706055,7.691086769104004,248400,WYNN
2003-03-04,14.119999885559082,14.140000343322754,13.949999809265137,14.050000190734863,7.6747002601623535,258400,WYNN
2003-03-05,14.149999618530273,14.149999618530273,13.850000381469727,13.920000076293945,7.6036906242370605,45500,WYNN
2003-03-06,13.859999656677246,14.050000190734863,13.850000381469727,14.0,7.64738655090332,31300,WYNN
2003-03-07,14.010000228881836,14.199999809265137,13.949999809265137,14.15999984741211,7.734787940979004,45300,WYNN
2003-03-10,14.149999618530273,14.300000190734863,14.079999923706055,14.15999984741211,7.734787940979004,26700,WYNN
2003-03-11,14.270000457763672,14.270000457763672,14.020000457763672,14.079999923706055,7.691086769104004,93400,WYNN
2003-03-12,14.109999656677246,14.140000343322754,13.819999694824219,13.829999923706055,7.554525375366211,175200,WYNN
2003-03-13,13.869999885559082,14.130000114440918,13.859999656677246,14.069999694824219,7.685624599456787,40800,WYNN
2003-03-14,14.0,14.199999809265137,14.0,14.050000190734863,7.6747002601623535,193100,WYNN
2003-03-17,14.180000305175781,14.1899995803833,13.850000381469727,14.119999885559082,7.712937355041504,119900,WYNN
2003-03-18,13.960000038146973,14.199999809265137,13.960000038146973,14.140000343322754,7.7238616943359375,101900,WYNN
2003-03-19,14.180000305175781,14.199999809265137,14.100000381469727,14.119999885559082,7.712937355041504,24100,WYNN
2003-03-20,14.15999984741211,14.289999961853027,14.100000381469727,14.199999809265137,7.756634712219238,50400,WYNN
2003-03-21,14.25,14.59000015258789,14.100000381469727,14.569999694824219,7.958746910095215,358200,WYNN
2003-03-24,14.479999542236328,14.479999542236328,14.109999656677246,14.3100004196167,7.816725254058838,135100,WYNN
2003-03-25,14.34000015258789,15.5,14.329999923706055,15.399999618530273,8.412127494812012,150200,WYNN
2003-03-26,14.899999618530273,15.369999885559082,14.899999618530273,15.0,8.193631172180176,64500,WYNN
2003-03-27,15.069999694824219,15.069999694824219,14.350000381469727,14.630000114440918,7.991519927978516,129500,WYNN
2003-03-28,14.600000381469727,15.25,14.550000190734863,15.039999961853027,8.21547794342041,65500,WYNN
2003-03-31,15.010000228881836,15.5,14.920000076293945,15.399999618530273,8.412127494812012,163100,WYNN
2003-04-01,15.25,15.399999618530273,14.680000305175781,14.90999984741211,8.144469261169434,172600,WYNN
2003-04-02,15.020000457763672,15.3100004196167,14.920000076293945,15.010000228881836,8.199091911315918,115400,WYNN
2003-04-03,15.0,15.050000190734863,14.760000228881836,14.850000381469727,8.1116943359375,601900,WYNN
2003-04-04,15.010000228881836,15.399999618530273,14.989999771118164,15.34000015258789,8.379351615905762,53500,WYNN
2003-04-07,15.350000381469727,15.890000343322754,15.329999923706055,15.869999885559082,8.66886043548584,131200,WYNN
2003-04-08,15.779999732971191,16.290000915527344,15.630000114440918,16.25,8.876433372497559,128400,WYNN
2003-04-09,16.280000686645508,17.270000457763672,16.25,16.530000686645508,9.02938175201416,231300,WYNN
2003-04-10,16.65999984741211,16.670000076293945,16.0,16.1200008392334,8.805420875549316,160500,WYNN
2003-04-11,16.139999389648438,16.219999313354492,15.770000457763672,16.219999313354492,8.8600435256958,84100,WYNN
2003-04-14,16.09000015258789,16.299999237060547,15.880000114440918,16.149999618530273,8.821806907653809,78500,WYNN
2003-04-15,16.1299991607666,16.40999984741211,15.899999618530273,16.299999237060547,8.903743743896484,93500,WYNN
2003-04-16,16.399999618530273,16.399999618530273,15.970000267028809,16.110000610351562,8.799962043762207,93700,WYNN
2003-04-17,16.1200008392334,16.219999313354492,15.800000190734863,16.010000228881836,8.745332717895508,95200,WYNN
2003-04-21,16.0,16.0,15.34000015258789,15.619999885559082,8.532299995422363,208700,WYNN
2003-04-22,15.90999984741211,15.90999984741211,14.710000038146973,15.520000457763672,8.477676391601562,236700,WYNN
2003-04-23,15.489999771118164,17.110000610351562,15.489999771118164,16.920000076293945,9.242411613464355,390300,WYNN
2003-04-24,16.8700008392334,16.90999984741211,16.399999618530273,16.600000381469727,9.067618370056152,62500,WYNN
2003-04-25,16.489999771118164,17.399999618530273,16.399999618530273,17.020000457763672,9.29703426361084,81100,WYNN
2003-04-28,16.959999084472656,17.399999618530273,16.799999237060547,17.3700008392334,9.488221168518066,211900,WYNN
2003-04-29,17.149999618530273,17.420000076293945,17.06999969482422,17.239999771118164,9.417213439941406,68200,WYNN
2003-04-30,17.43000030517578,17.43000030517578,16.850000381469727,17.0,9.286113739013672,99400,WYNN
2003-05-01,17.0,17.290000915527344,16.3799991607666,17.15999984741211,9.37351131439209,170900,WYNN
2003-05-02,17.06999969482422,17.170000076293945,16.940000534057617,17.149999618530273,9.368049621582031,173000,WYNN
2003-05-05,17.200000762939453,17.25,17.100000381469727,17.25,9.422674179077148,98000,WYNN
2003-05-06,17.200000762939453,17.690000534057617,17.190000534057617,17.56999969482422,9.597471237182617,196400,WYNN
2003-05-07,17.479999542236328,17.600000381469727,17.389999389648438,17.540000915527344,9.581084251403809,182700,WYNN
2003-05-08,17.600000381469727,17.6299991607666,17.110000610351562,17.209999084472656,9.400826454162598,326800,WYNN
2003-05-09,17.260000228881836,17.5,16.75,16.899999618530273,9.231485366821289,168800,WYNN
2003-05-12,16.899999618530273,17.549999237060547,16.8799991607666,17.299999237060547,9.44998836517334,252200,WYNN
2003-05-13,17.329999923706055,17.399999618530273,17.1299991607666,17.399999618530273,9.504611015319824,184700,WYNN
2003-05-14,17.43000030517578,17.93000030517578,17.1299991607666,17.899999618530273,9.777732849121094,167400,WYNN
2003-05-15,17.90999984741211,17.969999313354492,17.540000915527344,17.959999084472656,9.810506820678711,265100,WYNN
2003-05-16,17.920000076293945,19.100000381469727,17.790000915527344,19.010000228881836,10.38405990600586,580300,WYNN
2003-05-19,18.899999618530273,19.110000610351562,18.850000381469727,18.950000762939453,10.351285934448242,219100,WYNN
2003-05-20,18.950000762939453,19.049999237060547,18.809999465942383,19.0,10.3785982131958,303300,WYNN
2003-05-21,19.040000915527344,19.040000915527344,18.40999984741211,18.81999969482422,10.28027629852295,187600,WYNN
2003-05-22,18.709999084472656,19.0,18.610000610351562,18.979999542236328,10.367674827575684,168800,WYNN
2003-05-23,18.299999237060547,18.760000228881836,18.149999618530273,18.639999389648438,10.181953430175781,427500,WYNN
2003-05-27,18.549999237060547,18.799999237060547,18.399999618530273,18.56999969482422,10.143712997436523,136700,WYNN
2003-05-28,18.6200008392334,18.700000762939453,18.5,18.530000686645508,10.121865272521973,99800,WYNN
2003-05-29,18.700000762939453,18.709999084472656,18.469999313354492,18.649999618530273,10.187410354614258,79000,WYNN
2003-05-30,18.649999618530273,18.899999618530273,18.610000610351562,18.829999923706055,10.285736083984375,113100,WYNN
2003-06-02,18.899999618530273,19.0,18.809999465942383,18.950000762939453,10.351285934448242,145800,WYNN
2003-06-03,18.989999771118164,18.989999771118164,18.450000762939453,18.510000228881836,10.11093807220459,161900,WYNN
2003-06-04,18.549999237060547,18.559999465942383,18.049999237060547,18.25,9.968916893005371,260500,WYNN
2003-06-05,18.239999771118164,18.5,18.049999237060547,18.329999923706055,10.012614250183105,81600,WYNN
2003-06-06,18.5,18.700000762939453,18.40999984741211,18.600000381469727,10.160100936889648,202100,WYNN
2003-06-09,18.600000381469727,18.600000381469727,18.0,18.270000457763672,9.979842185974121,63900,WYNN
2003-06-10,18.399999618530273,18.450000762939453,17.959999084472656,18.0,9.832354545593262,148800,WYNN
2003-06-11,18.049999237060547,18.1200008392334,17.799999237060547,18.0,9.832354545593262,530800,WYNN
2003-06-12,18.139999389648438,18.139999389648438,17.719999313354492,17.959999084472656,9.810506820678711,212900,WYNN
2003-06-13,18.100000381469727,18.190000534057617,17.860000610351562,17.920000076293945,9.788657188415527,428000,WYNN
2003-06-16,18.0,18.100000381469727,17.850000381469727,17.989999771118164,9.82689380645752,263900,WYNN
2003-06-17,17.969999313354492,18.0,17.860000610351562,17.920000076293945,9.788657188415527,137900,WYNN
2003-06-18,17.940000534057617,18.149999618530273,17.899999618530273,17.989999771118164,9.82689380645752,179700,WYNN
2003-06-19,18.110000610351562,18.110000610351562,17.90999984741211,18.0,9.832354545593262,230900,WYNN
2003-06-20,17.989999771118164,18.0,17.81999969482422,18.0,9.832354545593262,228300,WYNN
2003-06-23,17.989999771118164,17.989999771118164,17.43000030517578,17.479999542236328,9.548309326171875,179100,WYNN
2003-06-24,17.5,17.549999237060547,17.450000762939453,17.479999542236328,9.548309326171875,181100,WYNN
2003-06-25,17.530000686645508,17.610000610351562,17.200000762939453,17.260000228881836,9.428136825561523,178300,WYNN
2003-06-26,17.299999237060547,17.5,17.049999237060547,17.420000076293945,9.515536308288574,221500,WYNN
2003-06-27,17.5,17.790000915527344,17.440000534057617,17.75,9.695794105529785,295000,WYNN
2003-06-30,17.75,18.06999969482422,17.43000030517578,17.739999771118164,9.69033432006836,989000,WYNN
2003-07-01,16.399999618530273,17.780000686645508,15.899999618530273,17.56999969482422,9.597471237182617,8665700,WYNN
2003-07-02,17.920000076293945,18.0,17.31999969482422,17.700000762939453,9.668482780456543,1350700,WYNN
2003-07-03,17.389999389648438,17.75,17.25,17.3799991607666,9.493684768676758,302500,WYNN
2003-07-07,17.5,17.850000381469727,17.3700008392334,17.510000228881836,9.56470012664795,385900,WYNN
2003-07-08,17.5,17.969999313354492,17.459999084472656,17.899999618530273,9.777732849121094,1057800,WYNN
2003-07-09,17.950000762939453,17.950000762939453,17.510000228881836,17.81999969482422,9.734026908874512,284200,WYNN
2003-07-10,17.729999542236328,17.799999237060547,17.6299991607666,17.700000762939453,9.668482780456543,118500,WYNN
2003-07-11,17.75,17.75,17.459999084472656,17.489999771118164,9.55377197265625,72400,WYNN
2003-07-14,17.489999771118164,17.799999237060547,17.200000762939453,17.290000915527344,9.444525718688965,143000,WYNN
2003-07-15,17.280000686645508,17.600000381469727,17.280000686645508,17.549999237060547,9.586549758911133,74800,WYNN
2003-07-16,17.5,17.6299991607666,16.799999237060547,16.8700008392334,9.215104103088379,149500,WYNN
2003-07-17,16.950000762939453,17.520000457763672,16.270000457763672,16.889999389648438,9.226024627685547,352400,WYNN
2003-07-18,16.899999618530273,17.0,16.5,16.65999984741211,9.10039234161377,169000,WYNN
2003-07-21,16.600000381469727,17.079999923706055,16.600000381469727,16.709999084472656,9.127703666687012,319000,WYNN
2003-07-22,16.889999389648438,16.889999389648438,16.399999618530273,16.549999237060547,9.040306091308594,266900,WYNN
2003-07-23,16.420000076293945,16.59000015258789,16.0,16.260000228881836,8.88189697265625,79700,WYNN
2003-07-24,16.299999237060547,16.479999542236328,16.25,16.350000381469727,8.93105697631836,74300,WYNN
2003-07-25,16.34000015258789,16.530000686645508,16.219999313354492,16.399999618530273,8.958368301391602,87700,WYNN
2003-07-28,16.5,16.6200008392334,16.31999969482422,16.5,9.012995719909668,101600,WYNN
2003-07-29,16.56999969482422,16.959999084472656,16.31999969482422,16.950000762939453,9.25880241394043,270300,WYNN
2003-07-30,17.0,17.139999389648438,16.84000015258789,16.979999542236328,9.275187492370605,167400,WYNN
2003-07-31,17.020000457763672,17.15999984741211,16.899999618530273,17.049999237060547,9.313424110412598,424500,WYNN
2003-08-01,17.09000015258789,17.270000457763672,16.700000762939453,16.719999313354492,9.13316535949707,95100,WYNN
2003-08-04,16.90999984741211,17.09000015258789,16.690000534057617,16.799999237060547,9.176863670349121,278600,WYNN
2003-08-05,16.799999237060547,16.889999389648438,16.229999542236328,16.229999542236328,8.865506172180176,323800,WYNN
2003-08-06,16.200000762939453,16.389999389648438,16.100000381469727,16.389999389648438,8.952906608581543,172600,WYNN
2003-08-07,16.270000457763672,16.309999465942383,15.850000381469727,16.030000686645508,8.756258010864258,583700,WYNN
2003-08-08,15.989999771118164,16.09000015258789,15.5,15.5,8.466751098632812,238200,WYNN
2003-08-11,15.649999618530273,16.0,15.470000267028809,15.630000114440918,8.537761688232422,266100,WYNN
2003-08-12,15.710000038146973,15.75,15.479999542236328,15.569999694824219,8.504988670349121,500400,WYNN
2003-08-13,15.75,15.800000190734863,15.25,15.289999961853027,8.352042198181152,365000,WYNN
2003-08-14,15.300000190734863,15.4399995803833,14.989999771118164,15.3100004196167,8.362968444824219,561100,WYNN
2003-08-15,15.270000457763672,15.649999618530273,15.199999809265137,15.600000381469727,8.52137565612793,98300,WYNN
2003-08-18,15.510000228881836,15.75,15.399999618530273,15.489999771118164,8.461288452148438,408700,WYNN
2003-08-19,15.579999923706055,15.579999923706055,15.3100004196167,15.579999923706055,8.510448455810547,257300,WYNN
2003-08-20,15.5,15.75,15.359999656677246,15.600000381469727,8.52137565612793,318800,WYNN
2003-08-21,15.5600004196167,15.640000343322754,15.5,15.510000228881836,8.472213745117188,185200,WYNN
2003-08-22,15.600000381469727,16.809999465942383,15.510000228881836,16.65999984741211,9.10039234161377,589200,WYNN
2003-08-25,16.729999542236328,16.989999771118164,16.280000686645508,16.3700008392334,8.941981315612793,258600,WYNN
2003-08-26,16.299999237060547,16.700000762939453,16.25,16.350000381469727,8.93105697631836,240400,WYNN
2003-08-27,16.270000457763672,16.299999237060547,15.989999771118164,16.040000915527344,8.761722564697266,344800,WYNN
2003-08-28,16.0,16.209999084472656,15.75,16.15999984741211,8.827271461486816,802800,WYNN
2003-08-29,16.25,16.700000762939453,16.25,16.649999618530273,9.094927787780762,293800,WYNN
2003-09-02,16.700000762939453,16.84000015258789,16.31999969482422,16.649999618530273,9.094927787780762,202700,WYNN
2003-09-03,16.649999618530273,16.790000915527344,16.459999084472656,16.5,9.012995719909668,236500,WYNN
2003-09-04,16.639999389648438,16.829999923706055,16.260000228881836,16.290000915527344,8.898282051086426,244400,WYNN
2003-09-05,16.5,16.5,16.239999771118164,16.31999969482422,8.914669036865234,195500,WYNN
2003-09-08,16.5,17.290000915527344,16.280000686645508,16.959999084472656,9.264262199401855,270600,WYNN
2003-09-09,16.700000762939453,16.959999084472656,16.670000076293945,16.670000076293945,9.105855941772461,437300,WYNN
2003-09-10,16.809999465942383,16.920000076293945,16.459999084472656,16.639999389648438,9.08946704864502,1050300,WYNN
2003-09-11,16.56999969482422,16.739999771118164,16.510000228881836,16.65999984741211,9.10039234161377,227000,WYNN
2003-09-12,16.700000762939453,16.969999313354492,16.420000076293945,16.969999313354492,9.269723892211914,231000,WYNN
2003-09-15,16.850000381469727,17.209999084472656,16.850000381469727,17.139999389648438,9.362586975097656,670900,WYNN
2003-09-16,17.229999542236328,17.450000762939453,16.950000762939453,17.350000381469727,9.477300643920898,484100,WYNN
2003-09-17,17.299999237060547,18.06999969482422,17.219999313354492,17.940000534057617,9.799580574035645,299400,WYNN
2003-09-18,18.040000915527344,18.049999237060547,17.729999542236328,17.760000228881836,9.701257705688477,340100,WYNN
2003-09-19,17.729999542236328,17.969999313354492,17.6299991607666,17.93000030517578,9.79411792755127,337300,WYNN
2003-09-22,17.979999542236328,17.979999542236328,17.639999389648438,17.65999984741211,9.646634101867676,597200,WYNN
2003-09-23,17.649999618530273,18.5,17.40999984741211,18.399999618530273,10.050854682922363,249100,WYNN
2003-09-24,18.5,18.5,18.149999618530273,18.309999465942383,10.001692771911621,136300,WYNN
2003-09-25,18.350000381469727,18.450000762939453,18.18000030517578,18.309999465942383,10.001692771911621,216000,WYNN
2003-09-26,18.200000762939453,18.299999237060547,18.06999969482422,18.079999923706055,9.876055717468262,703600,WYNN
2003-09-29,18.059999465942383,18.469999313354492,18.059999465942383,18.280000686645508,9.985304832458496,458500,WYNN
2003-09-30,18.399999618530273,18.479999542236328,18.0,18.18000030517578,9.930678367614746,198000,WYNN
2003-10-01,18.190000534057617,18.6200008392334,18.190000534057617,18.600000381469727,10.160100936889648,163300,WYNN
2003-10-02,18.479999542236328,19.040000915527344,18.329999923706055,18.950000762939453,10.351285934448242,392700,WYNN
2003-10-03,18.989999771118164,19.209999084472656,18.850000381469727,19.0,10.3785982131958,126200,WYNN
2003-10-06,19.170000076293945,19.309999465942383,18.979999542236328,19.100000381469727,10.43321704864502,152600,WYNN
2003-10-07,19.110000610351562,19.290000915527344,18.780000686645508,19.040000915527344,10.400446891784668,231600,WYNN
2003-10-08,19.15999984741211,19.200000762939453,18.639999389648438,18.799999237060547,10.269350051879883,370000,WYNN
2003-10-09,18.90999984741211,19.030000686645508,18.540000915527344,18.90999984741211,10.329436302185059,388300,WYNN
2003-10-10,19.020000457763672,19.040000915527344,18.639999389648438,18.850000381469727,10.296660423278809,169100,WYNN
2003-10-13,18.989999771118164,19.110000610351562,18.75,19.010000228881836,10.38405990600586,81300,WYNN
2003-10-14,19.1200008392334,19.260000228881836,18.93000030517578,19.25,10.515157699584961,263400,WYNN
2003-10-15,19.299999237060547,19.770000457763672,18.860000610351562,19.489999771118164,10.646255493164062,318100,WYNN
2003-10-16,19.600000381469727,19.989999771118164,19.350000381469727,19.8799991607666,10.859291076660156,386600,WYNN
2003-10-17,19.989999771118164,20.239999771118164,19.739999771118164,20.049999237060547,10.952149391174316,233000,WYNN
2003-10-20,20.219999313354492,20.219999313354492,19.770000457763672,20.0,10.92483901977539,158000,WYNN
2003-10-21,19.799999237060547,19.989999771118164,19.760000228881836,19.850000381469727,10.842903137207031,61500,WYNN
2003-10-22,19.969999313354492,20.0,19.690000534057617,19.889999389648438,10.86474895477295,76500,WYNN
2003-10-23,19.770000457763672,20.020000457763672,19.68000030517578,19.770000457763672,10.799202919006348,175800,WYNN
2003-10-24,19.809999465942383,20.209999084472656,19.709999084472656,20.209999084472656,11.039549827575684,383000,WYNN
2003-10-27,20.229999542236328,20.649999618530273,20.1200008392334,20.649999618530273,11.279898643493652,117100,WYNN
2003-10-28,20.670000076293945,21.479999542236328,20.510000228881836,21.459999084472656,11.722352981567383,889000,WYNN
2003-10-29,21.399999618530273,22.899999618530273,21.329999923706055,22.489999771118164,12.284980773925781,610800,WYNN
2003-10-30,22.280000686645508,22.280000686645508,20.799999237060547,21.100000381469727,11.525705337524414,1249800,WYNN
2003-10-31,21.049999237060547,21.100000381469727,20.1200008392334,20.15999984741211,11.01224136352539,256000,WYNN
2003-11-03,20.25,20.299999237060547,19.260000228881836,19.75,10.788281440734863,480800,WYNN
2003-11-04,19.780000686645508,20.170000076293945,19.75,19.989999771118164,10.919378280639648,449800,WYNN
2003-11-05,20.010000228881836,20.010000228881836,19.780000686645508,19.850000381469727,10.842903137207031,296300,WYNN
2003-11-06,19.940000534057617,20.06999969482422,19.81999969482422,19.90999984741211,10.875679969787598,258600,WYNN
2003-11-07,19.969999313354492,20.100000381469727,19.950000762939453,20.0,10.92483901977539,154500,WYNN
2003-11-10,20.040000915527344,20.049999237060547,19.600000381469727,19.959999084472656,10.902989387512207,107700,WYNN
